TransactionID,TransactionAmount,TransactionDate,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSincePrev,AmountBalanceRatio,LoginRisk,TransactionCount,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,AccountID_freq,DeviceID_freq,IP Address_freq,MerchantID_freq,Location_freq,anomaly
TX000001,-0.9712754695068416,2023-04-11 16:29:14,1.4237182648914386,-0.5524432626288956,-0.2067936485059295,-0.0005366350524106,2024-11-04 08:08:08,-0.8007620300162908,-0.3864926920661637,-0.2259336741271706,-1.175916551699176,True,False,False,False,False,False,0.3949500495407011,0.7808342855964149,-1.0590212998330302,1.1416656400881946,-0.0284464023563903,0
TX000002,0.2694396064236744,2023-06-27 16:44:19,1.3112870641052805,0.3053143661768069,-0.2067936485059295,2.2164715868484435,2024-11-04 08:09:35,-0.0767064793950917,-0.3381877672093915,-0.2259336741271706,-1.175916551699176,True,False,False,False,False,False,0.3949500495407011,0.2356826109387734,-0.5683791926436955,0.1689807642567112,0.5983725688651194,0
TX000003,-0.5868816229808057,2023-07-10 18:16:08,-1.443277355155591,-0.9098422746312717,-0.2067936485059295,-1.0235341282270716,2024-11-04 08:07:04,0.0461375655852853,-0.1710401830863914,-0.2259336741271706,-1.175916551699176,True,False,True,False,False,True,-0.9361517274444162,0.2356826109387734,0.9035471289243084,0.7525916897556012,0.2849630832543645,0
TX000004,-0.3874559027822268,2023-05-05 16:32:11,-1.049768152404038,-1.353017049514218,-0.2067936485059295,0.8857974429054191,2024-11-04 08:09:06,-0.5750971733355131,-0.3496114862879194,-0.2259336741271706,-1.175916551699176,True,False,True,False,False,True,0.8386506418690736,0.7808342855964149,1.394189236113643,0.9471286649218978,-0.0284464023563903,0
TX000005,-0.9734680903782914,2023-10-16 17:51:24,-1.049768152404038,1.1201841135422244,-0.2067936485059295,0.5935893646592064,2024-11-04 08:06:39,0.9673907486161506,-0.3883501798249092,-0.2259336741271706,-1.175916551699176,False,False,True,False,False,True,-0.0487505427876713,-0.8546207383765094,-0.5683791926436955,0.9471286649218978,0.2849630832543645,0
TX000006,-0.7038442425922038,2023-04-03 17:15:01,-1.49949295554867,0.7484891410597533,-0.2067936485059295,-1.1108816933044958,2024-11-04 08:06:36,-0.8756703885786787,-0.1606006016450678,-0.2259336741271706,-1.175916551699176,True,False,False,False,False,True,0.8386506418690736,-0.3094690637188679,-0.5683791926436955,0.1689807642567112,1.3818962828920065,0
TX000007,-0.9952915199894398,2023-02-15 16:36:48,-0.4313965480801688,0.2767224452166169,-0.2067936485059295,2.103091796208713,2024-11-04 08:10:09,-1.3178447459241744,-0.3908619445745479,-0.2259336741271706,-1.175916551699176,False,False,False,False,False,False,-2.267253504429533,-0.3094690637188679,-0.5683791926436955,0.7525916897556012,0.2849630832543645,0
TX000008,-0.4322675918424813,2023-05-08 17:47:59,1.2550714637122016,2.449708438191063,-0.2067936485059295,-0.5943498275623533,2024-11-04 08:10:55,-0.5464076270901137,-0.2715117405929378,-0.2259336741271706,-1.175916551699176,False,True,False,False,True,False,0.3949500495407011,-1.399772413034151,0.9035471289243084,-0.803704111574772,-0.1851511451617678,0
TX000009,-0.6556065834203091,2023-03-21 16:59:46,0.3556218574229373,-0.4809634602284204,-0.2067936485059295,1.0206840106570008,2024-11-04 08:11:14,-0.9980283286842908,-0.3689625705116077,-0.2259336741271706,-1.175916551699176,False,True,False,True,False,False,-1.823552912101161,0.7808342855964149,-0.0777370854543609,-0.803704111574772,0.5983725688651194,0
TX000010,1.7759071839141245,2023-03-31 16:06:57,0.5804842589952534,0.005099196094811,-0.2067936485059295,-1.049294570483005,2024-11-04 08:06:32,-0.9043208679671182,1.175276040739088,-0.2259336741271706,-1.175916551699176,True,False,False,False,False,False,0.3949500495407011,-0.3094690637188679,0.4129050217349737,0.5580547145893046,-0.6552653735779002,0
