TransactionID,TransactionAmount,TransactionDate,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSincePrev,AmountBalanceRatio,LoginRisk,TransactionCount,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,AccountID_freq,DeviceID_freq,IP Address_freq,MerchantID_freq,Location_freq
TX000001,-0.9712754695068417,2023-04-11 16:29:14,1.4237182648914386,-0.5524432626288956,-0.2067936485059295,-0.000536635052410607,2024-11-04 08:08:08,-0.8007620300162908,-0.38649269206616377,-0.2259336741271706,-1.1759165516991759,True,False,False,False,False,False,0.3949500495407011,0.7808342855964149,-1.0590212998330302,1.1416656400881946,-0.028446402356390392
TX000002,0.2694396064236744,2023-06-27 16:44:19,1.3112870641052805,0.30531436617680696,-0.2067936485059295,2.2164715868484435,2024-11-04 08:09:35,-0.07670647939509177,-0.3381877672093915,-0.2259336741271706,-1.1759165516991759,True,False,False,False,False,False,0.3949500495407011,0.23568261093877343,-0.5683791926436955,0.16898076425671127,0.5983725688651194
TX000003,-0.5868816229808057,2023-07-10 18:16:08,-1.443277355155591,-0.9098422746312717,-0.2067936485059295,-1.0235341282270716,2024-11-04 08:07:04,0.04613756558528531,-0.1710401830863914,-0.2259336741271706,-1.1759165516991759,True,False,True,False,False,True,-0.9361517274444162,0.23568261093877343,0.9035471289243083,0.7525916897556012,0.2849630832543645
TX000004,-0.38745590278222686,2023-05-05 16:32:11,-1.0497681524040379,-1.353017049514218,-0.2067936485059295,0.8857974429054191,2024-11-04 08:09:06,-0.5750971733355131,-0.34961148628791944,-0.2259336741271706,-1.1759165516991759,True,False,True,False,False,True,0.8386506418690736,0.7808342855964149,1.394189236113643,0.9471286649218978,-0.028446402356390392
TX000005,-0.9734680903782914,2023-10-16 17:51:24,-1.0497681524040379,1.1201841135422244,-0.2067936485059295,0.5935893646592064,2024-11-04 08:06:39,0.9673907486161506,-0.3883501798249092,-0.2259336741271706,-1.1759165516991759,False,False,True,False,False,True,-0.04875054278767131,-0.8546207383765094,-0.5683791926436955,0.9471286649218978,0.2849630832543645
TX000006,-0.7038442425922038,2023-04-03 17:15:01,-1.49949295554867,0.7484891410597533,-0.2067936485059295,-1.1108816933044958,2024-11-04 08:06:36,-0.8756703885786787,-0.16060060164506787,-0.2259336741271706,-1.1759165516991759,True,False,False,False,False,True,0.8386506418690736,-0.30946906371886795,-0.5683791926436955,0.16898076425671127,1.3818962828920065
TX000007,-0.9952915199894398,2023-02-15 16:36:48,-0.4313965480801688,0.2767224452166169,-0.2067936485059295,2.103091796208713,2024-11-04 08:10:09,-1.3178447459241744,-0.3908619445745479,-0.2259336741271706,-1.1759165516991759,False,False,False,False,False,False,-2.2672535044295334,-0.30946906371886795,-0.5683791926436955,0.7525916897556012,0.2849630832543645
TX000008,-0.43226759184248137,2023-05-08 17:47:59,1.2550714637122016,2.449708438191063,-0.2067936485059295,-0.5943498275623533,2024-11-04 08:10:55,-0.5464076270901137,-0.2715117405929378,-0.2259336741271706,-1.1759165516991759,False,True,False,False,True,False,0.3949500495407011,-1.399772413034151,0.9035471289243083,-0.803704111574772,-0.18515114516176784
TX000009,-0.6556065834203091,2023-03-21 16:59:46,0.35562185742293734,-0.4809634602284204,-0.2067936485059295,1.0206840106570008,2024-11-04 08:11:14,-0.9980283286842908,-0.3689625705116077,-0.2259336741271706,-1.1759165516991759,False,True,False,True,False,False,-1.823552912101161,0.7808342855964149,-0.07773708545436095,-0.803704111574772,0.5983725688651194
TX000010,1.7759071839141245,2023-03-31 16:06:57,0.5804842589952534,0.005099196094811046,-0.2067936485059295,-1.049294570483005,2024-11-04 08:06:32,-0.9043208679671182,1.1752760407390879,-0.2259336741271706,-1.1759165516991759,True,False,False,False,False,False,0.3949500495407011,-0.30946906371886795,0.4129050217349737,0.5580547145893046,-0.6552653735779002
TX000011,-0.958633639794889,2023-03-14 16:46:10,0.41183745781601633,-0.8669543931909865,-0.2067936485059295,0.6372080213386072,2024-11-04 08:06:45,-1.0639029934759712,-0.38731054539075194,-0.2259336741271706,-1.1759165516991759,False,False,True,True,False,False,0.3949500495407011,-0.8546207383765094,-0.07773708545436095,-0.41463016124217866,-2.8491317728531844
TX000012,-0.3685445477659726,2023-02-06 17:30:00,-1.330846154369433,0.7627851015398482,-0.2067936485059295,-0.9193180502003306,2024-11-04 08:07:12,-1.4020975919716934,-0.14787976443187473,-0.2259336741271706,-1.1759165516991759,True,False,True,False,False,True,0.3949500495407011,1.3259859602540562,-0.5683791926436955,-0.025556210909585365,0.5983725688651194
TX000013,0.674663351228483,2023-06-07 17:21:28,-1.162199353190196,-0.12356444822604433,-0.2067936485059295,-0.895931865884976,2024-11-04 08:08:38,-0.26450096962352265,0.20743030226631026,-0.2259336741271706,-1.1759165516991759,False,True,False,False,False,True,-1.3798523197727885,1.3259859602540562,-0.07773708545436095,0.16898076425671127,0.2849630832543645
TX000014,1.658739006096028,2023-11-20 16:39:15,-1.0497681524040379,0.04798707753509617,-0.2067936485059295,-1.2626675419268705,2024-11-04 08:07:06,1.2959924205335946,7.662265519474358,-0.2259336741271706,-1.1759165516991759,True,False,False,False,False,True,-0.04875054278767131,-0.30946906371886795,-0.07773708545436095,0.9471286649218978,0.5983725688651194
TX000015,-0.4474446394370476,2023-02-13 16:53:57,-1.49949295554867,0.20524264281614163,-0.2067936485059295,-1.2344020780640845,2024-11-04 08:10:09,-1.3365370943556223,0.6982789899727909,-0.2259336741271706,-1.1759165516991759,True,False,True,False,False,True,-0.04875054278767131,1.3259859602540562,-0.07773708545436095,-0.6091671364084753,-1.28208434479941
